id,region,namespace,metric,dimensions,stat,period_seconds,status,total,max,p95,peak_per_minute,p95_per_minute,observed_points,expected_intervals,missing_intervals
m0e080e6abec91a7de35cf983,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""GetDataAutomationLibraryEntity""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m8972de97c0c70b3b2c187222,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""GetAutomatedReasoningPolicyNextScenario""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
md9921c855dc48f5837e6b194,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ListAgentAliases""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m4a1b9c04c202e59af7d8c5a8,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""PrepareAgent""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
mcfa17467906b0d5af46cd9c9,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""CreateDataAutomationProject""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m389d4128c99e08511cd01aa9,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ListDataAutomationProjects""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,partial,1.0,1.0,1.0,1.0,1.0,1,20159,20158
md38b09d85c719622f4c608d2,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""UpdateFlowAlias""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m7b2d0d617579c3f067b399e1,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""GetAgent""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m1ec2b69d00b71952d2a6dd6b,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ListAgents""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
mf7ed61ee308863dff4961c11,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""UpdateAgent""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m392796f7ff860d12b034f3f8,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ListFlows""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,partial,1.0,1.0,1.0,1.0,1.0,1,20159,20158
mef89ca650fb05fa661237780,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""UpdateAutomatedReasoningPolicyAnnotations""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m54a5fae5d4c4af01963c8b7c,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""StartAutomatedReasoningPolicyTestWorkflow""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
mfe99129b2802edc5b3dd975a,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""GetAutomatedReasoningPolicyAnnotations""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m364d44cbb32235cde4184164,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""CreateAutomatedReasoningPolicy""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m6f986a7a04f3afbabddbfda1,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ListTagsForResource""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m1adae8130d547c9357be7b7c,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""UntagResource""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m6b9b9a2a6c2983830d1049a3,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ListDataAutomationLibraries""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
mde74193c51fa3f3c6d9172be,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""CreateBlueprint""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m31e0435f5e2e3f12fc5e56ea,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""StartAutomatedReasoningPolicyBuildWorkflow""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m1bd5a772b4cbf6b717ddacaf,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""UpdateAgentKnowledgeBase""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
mff630f6e3f7c999983e86566,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""DeleteFlowAlias""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
mce903dbeaac054359209a56f,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ListAgentKnowledgeBases""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
mff8b0e10e997e4679264ed04,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ValidateFlowDefinition""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m758fda244d7cbea26410d5f8,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""CreateAgent""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
mccab866815223f4c45f867e8,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""GetFlowVersion""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m22057f5082bdae59f936652d,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ListAutomatedReasoningPolicies""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
md7c6e892af2e1abb43afc4c5,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""GetFlowAlias""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m52c1b36d135927e2187ff3e7,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""DeleteAutomatedReasoningPolicyBuildWorkflow""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
m40a46c10e604a5bad10f1590,us-east-1,AWS/Usage,CallCount,"[{""Name"":""Class"",""Value"":""None""},{""Name"":""Resource"",""Value"":""ListAutomatedReasoningPolicyTestResults""},{""Name"":""Service"",""Value"":""Bedrock""},{""Name"":""Type"",""Value"":""API""}]",Sum,60,error,,,,,,0,20159,20159
